time,Ib,Ig,To,RH,WS,WD,P
2018-04-21 09:00:00,680.4,545.9,24.8,31.41,1.5,120.2,87733.91
2018-04-21 09:10:00,701.2,585.2,25.18,30.9,0.998,131.0,87737.7
2018-04-21 09:20:00,715.6,621.1,25.37,30.54,1.597,166.8,87722.88
2018-04-21 09:30:00,725.1,654.0,25.38,30.23,1.38,132.2,87719.28
2018-04-21 09:40:00,743.5,688.8,25.25,31.04,1.675,174.7,87728.78
2018-04-21 09:50:00,756.4,722.1,25.83,29.92,2.127,158.5,87709.05
2018-04-21 10:00:00,774.7,762.5,26.05,28.95,1.905,89.1,87702.92
2018-04-21 10:10:00,781.6,791.3,26.62,28.44,2.957,111.5,87692.03
2018-04-21 10:20:00,784.2,821.0,26.23,28.73,0.892,144.5,87686.59
2018-04-21 10:30:00,779.5,841.0,26.21,28.08,3.443,122.8,87680.46
2018-04-21 10:40:00,784.2,872.0,26.37,28.52,1.735,102.4,87666.14
2018-04-21 10:50:00,776.1,888.0,26.92,27.43,0.587,267.4,87666.03
2018-04-21 11:00:00,762.7,904.0,26.89,27.44,3.012,125.0,87645.0
2018-04-21 11:10:00,765.6,933.0,26.73,28.66,3.245,155.2,87635.19
2018-04-21 11:20:00,748.3,941.0,27.16,27.2,0.472,305.7,87625.14
2018-04-21 11:30:00,746.6,956.0,27.32,26.8,2.147,250.1,87599.87999999999
2018-04-21 11:40:00,748.4,969.0,28.29,25.3,1.91,148.2,87578.76999999999
2018-04-21 11:50:00,743.7,975.0,28.73,24.26,1.762,89.3,87559.72
2018-04-21 12:00:00,742.3,987.0,28.07,25.24,2.272,93.5,87551.56
2018-04-21 12:10:00,747.3,999.0,29.21,23.82,2.11,125.0,87520.8
2018-04-21 12:20:00,740.4,996.0,28.75,24.59,1.915,198.6,87498.14
2018-04-21 12:30:00,734.9,999.0,28.53,24.58,1.317,127.5,87479.42000000001
2018-04-21 12:40:00,722.4,987.0,28.96,24.54,2.665,215.5,87453.44
2018-04-21 12:50:00,722.2,992.0,28.8,24.5,1.037,160.6,87447.54000000001
2018-04-21 13:00:00,715.3,984.0,28.88,24.29,0.935,32.54,87416.14
2018-04-21 13:10:00,719.8,986.0,29.99,22.58,1.782,93.5,87397.49
2018-04-21 13:20:00,722.1,984.0,30.04,22.59,2.218,118.4,87373.81000000001
2018-04-21 13:30:00,713.4,970.0,30.03,22.42,1.69,82.2,87357.87000000001
2018-04-21 13:40:00,690.7,944.0,30.07,22.8,1.335,58.98,87322.06999999999
2018-04-21 13:50:00,699.3,941.0,30.67,22.1,2.707,68.41,87302.23
2018-04-21 14:00:00,689.7,928.0,30.32,22.54,3.413,93.5,87290.5
2018-04-21 14:10:00,682.8,910.0,30.65,21.54,0.607,292.7,87275.71
2018-04-21 14:20:00,683.2,896.0,31.34,20.54,2.067,116.6,87251.53
2018-04-21 14:30:00,675.6,873.0,31.14,21.3,1.823,77.76,87234.0
2018-04-21 14:40:00,656.0,841.0,32.43,19.47,1.68,131.8,87204.35999999999
2018-04-21 14:50:00,642.2,813.0,31.82,20.24,3.22,150.8,87197.49
2018-04-21 15:00:00,644.8,801.0,31.93,19.98,3.172,193.3,87177.76000000001
2018-04-21 15:10:00,614.8,760.5,32.01,19.45,4.155,144.5,87154.63
2018-04-21 15:20:00,603.2,727.9,32.04,19.64,3.128,172.9,87148.5
2018-04-21 15:30:00,602.4,709.9,32.05,19.87,2.68,171.8,87126.73
2018-04-21 15:40:00,596.1,683.3,32.33,19.49,3.612,213.0,87102.92
2018-04-21 15:50:00,575.1,645.3,32.16,18.77,1.258,329.3,87094.75
2018-04-21 16:00:00,558.8,608.0,33.14,18.22,3.692,155.1,87079.1
2018-04-21 16:10:00,538.8,573.3,32.59,18.6,2.21,220.0,87070.94
2018-04-21 16:20:00,491.2,516.3,33.03,17.79,1.063,245.9,87055.29000000001
2018-04-21 16:30:00,478.4,483.8,32.47,18.4,3.458,121.5,87038.95999999999
2018-04-21 16:40:00,471.3,461.2,32.55,18.39,1.948,231.0,87044.41
2018-04-21 16:50:00,444.0,425.4,33.06,17.89,2.49,195.0,87037.59999999999
2018-04-21 17:00:00,308.2,330.7,32.53,17.98,3.782,145.3,87043.04
2018-04-21 17:10:00,42.47,143.2,32.1,18.58,0.625,187.3,87046.97
2018-04-21 17:20:00,1.924,113.6,32.08,18.92,4.353,142.5,87046.12
2018-04-21 17:30:00,0.0,104.0,31.97,19.07,2.48,145.8,87051.2
2018-04-21 17:40:00,0.0,84.9,31.92,18.44,2.877,166.2,87051.98000000001
2018-04-21 17:50:00,0.013,67.86,31.94,18.48,1.575,181.2,87049.03
2018-04-21 18:00:00,1.895,55.58,31.87,19.33,1.637,129.6,87063.49
2018-04-21 18:10:00,28.25,53.06,31.86,19.16,1.945,127.8,87079.79000000001
2018-04-21 18:20:00,31.67,43.71,31.73,19.54,2.215,119.0,87083.22
2018-04-21 18:30:00,2.701,30.98,31.58,19.54,1.797,114.0,87083.34
2018-04-21 18:40:00,4.139,26.82,31.59,19.65,1.503,122.8,87094.24
2018-04-21 18:50:00,0.371,16.53,31.47,19.98,1.088,126.2,87091.52
2018-04-21 19:00:00,0.0,2.148,31.41,19.98,0.93,139.4,87103.68
2018-04-21 19:10:00,0.0,0.0,31.27,20.17,0.445,178.6,87117.47
2018-04-21 19:20:00,0.0,0.0,31.09,21.54,1.497,221.5,87133.95000000001
2018-04-21 19:30:00,0.057,0.0,31.2,20.01,1.655,215.5,87152.04
2018-04-21 19:40:00,0.197,0.0,31.21,18.06,4.238,210.2,87157.48999999999
2018-04-21 19:50:00,0.25,0.0,31.21,18.11,4.875,228.5,87177.36
2018-04-21 20:00:00,0.005,0.0,30.92,18.78,2.743,191.3,87180.15
2018-04-21 20:10:00,0.0,0.0,30.73,19.06,3.713,226.8,87202.5
2018-04-21 20:20:00,0.0,0.0,30.61,19.37,3.588,231.7,87203.74
2018-04-21 20:30:00,0.0,0.0,30.48,19.57,4.14,213.4,87211.03
2018-04-21 20:40:00,0.0,0.0,30.3,20.03,3.083,243.3,87223.27
2018-04-21 20:50:00,0.0,0.0,30.13,20.36,2.277,225.7,87239.01
2018-04-21 21:00:00,0.0,0.0,30.0,20.71,1.285,225.6,87258.4
2018-04-21 21:10:00,0.0,0.0,29.91,20.96,0.793,31.43,87261.85
2018-04-21 21:20:00,0.0,0.0,29.37,22.49,1.422,129.8,87277.51
2018-04-21 21:30:00,0.0,0.0,29.35,22.54,1.362,105.0,87295.2
2018-04-21 21:40:00,0.0,0.0,28.93,23.52,2.303,72.0,87304.05
2018-04-21 21:50:00,0.0,0.0,28.69,24.26,1.987,55.64,87355.78
2018-04-21 22:00:00,0.001,0.0,28.84,24.22,2.12,57.83,87374.84
2018-04-21 22:10:00,0.036,0.0,28.98,24.84,2.913,54.69,87376.88
2018-04-21 22:20:00,0.12,0.0,29.13,24.14,7.175,44.0,87402.73999999999
2018-04-21 22:30:00,0.089,0.0,28.12,26.75,3.447,47.68,87427.23999999999
2018-04-21 22:40:00,0.001,0.0,27.43,28.74,5.213,62.48,87437.45000000001
2018-04-21 22:50:00,0.001,0.0,27.28,28.95,5.892,51.14,87420.43
2018-04-21 23:00:00,0.0,0.0,27.39,28.51,4.808,60.32,87466.72
2018-04-21 23:10:00,0.001,0.0,27.1,30.12,5.605,39.53,87467.4
2018-04-21 23:20:00,0.0,0.0,26.6,31.92,3.802,69.6,87465.36
2018-04-21 23:30:00,0.0,0.0,26.22,32.56,3.858,43.04,87473.7
2018-04-21 23:40:00,0.0,0.0,26.46,31.43,2.665,49.81,87476.57
2018-04-21 23:50:00,0.0,0.0,26.27,33.26,1.787,30.03,87478.48999999999
2018-04-22 00:00:00,0.0,0.0,26.3,32.27,2.115,63.4,87483.77
2018-04-22 00:10:00,0.033,0.0,26.19,32.35,1.918,55.04,87492.81999999999
2018-04-22 00:20:00,0.001,0.0,26.11,30.99,2.04,29.5,87475.82
2018-04-22 00:30:00,0.0,0.0,26.1,30.67,2.255,327.5,87473.78
2018-04-22 00:40:00,0.0,0.0,25.83,32.04,2.468,293.2,87477.86
2018-04-22 00:50:00,0.0,0.0,25.76,32.13,2.893,228.2,87483.31
2018-04-22 01:00:00,0.052,0.0,25.58,33.71,3.245,236.8,87476.51
2018-04-22 01:10:00,0.0,0.0,25.55,33.71,2.388,251.8,87470.38
2018-04-22 01:20:00,0.0,0.0,25.58,33.51,2.492,219.3,87453.36
2018-04-22 01:30:00,0.011,0.0,25.33,33.43,2.723,204.7,87445.19
2018-04-22 01:40:00,0.001,0.0,25.22,33.07,2.223,233.7,87452.68
2018-04-22 01:50:00,0.0,0.0,25.12,33.44,0.805,268.6,87454.72
2018-04-22 02:00:00,0.0,0.0,24.92,33.66,1.375,271.5,87451.31999999999
2018-04-22 02:10:00,0.0,0.0,24.64,34.17,1.815,293.3,87445.19
2018-04-22 02:20:00,0.0,0.0,24.48,34.68,1.25,286.8,87440.42
2018-04-22 02:30:00,0.011,0.0,24.45,34.72,1.943,305.8,87436.33
2018-04-22 02:40:00,0.0,0.0,24.28,35.49,1.372,272.2,87434.3
2018-04-22 02:50:00,0.0,0.0,24.14,36.91,1.72,256.8,87432.76
2018-04-22 03:00:00,0.018,0.0,23.88,38.72,1.495,249.8,87432.69
2018-04-22 03:10:00,0.0,0.0,23.77,39.97,1.705,278.9,87424.13
2018-04-22 03:20:00,0.0,0.0,23.72,40.73,1.175,219.7,87432.03
2018-04-22 03:30:00,0.0,0.0,23.48,39.16,0.538,32.99,87435.84
2018-04-22 03:40:00,0.0,0.0,22.97,39.84,0.608,46.67,87431.13
2018-04-22 03:50:00,0.0,0.0,22.72,40.07,0.818,81.0,87430.45
2018-04-22 04:00:00,0.0,0.0,22.47,40.56,0.723,337.7,87429.1
2018-04-22 04:10:00,0.016,0.0,22.68,39.85,1.752,338.2,87425.01000000001
2018-04-22 04:20:00,0.164,0.0,22.49,39.14,2.045,348.7,87435.79000000001
2018-04-22 04:30:00,0.0,0.0,21.88,40.83,2.337,348.7,87434.55
2018-04-22 04:40:00,0.0,0.0,22.03,40.32,1.337,340.2,87437.23
2018-04-22 04:50:00,0.0,0.0,22.11,39.82,1.742,339.2,87445.0
2018-04-22 05:00:00,0.0,0.0,21.45,41.36,2.06,357.7,87443.54
2018-04-22 05:10:00,0.0,0.0,21.68,40.49,2.327,339.2,87439.37
2018-04-22 05:20:00,0.042,0.0,21.74,40.17,2.278,2.0,87451.79000000001
2018-04-22 05:30:00,0.0,0.0,21.29,41.67,1.917,353.7,87455.9
2018-04-22 05:40:00,0.0,0.0,21.28,41.47,2.117,340.7,87459.31
2018-04-22 05:50:00,0.0,0.0,21.53,40.6,1.458,326.8,87471.56
2018-04-22 06:00:00,0.1,0.0,21.32,41.82,1.532,334.8,87482.98
2018-04-22 06:10:00,0.01,0.005,21.11,42.83,1.99,343.5,87495.72
2018-04-22 06:20:00,0.0,1.757,20.86,43.82,2.55,341.7,87501.39
2018-04-22 06:30:00,0.458,7.769,20.96,43.98,2.477,348.8,87500.78
2018-04-22 06:40:00,26.67,22.76,20.81,44.75,2.522,344.3,87513.08
2018-04-22 06:50:00,61.98,42.07,21.17,43.39,2.583,341.8,87530.17
2018-04-22 07:00:00,101.0,64.55,21.2,43.02,2.143,344.8,87545.61
2018-04-22 07:10:00,135.4,91.9,21.44,42.39,2.0,331.5,87565.41
2018-04-22 07:20:00,123.8,115.6,21.8,41.62,2.453,340.2,87571.43
2018-04-22 07:30:00,100.6,137.9,22.32,40.82,1.603,353.7,87582.64
2018-04-22 07:40:00,52.53,142.5,22.91,38.68,0.647,40.8,87587.09999999999
2018-04-22 07:50:00,240.3,226.2,24.0,38.99,0.275,191.8,87591.67
2018-04-22 08:00:00,343.2,280.5,24.59,34.78,1.052,100.3,87595.43
2018-04-22 08:10:00,384.4,309.3,25.07,34.93,1.135,124.5,87601.05
2018-04-22 08:20:00,412.0,342.7,25.26,34.56,1.557,99.1,87606.88
2018-04-22 08:30:00,440.0,382.5,25.21,34.48,1.432,113.7,87614.18
2018-04-22 08:40:00,467.6,424.1,25.26,35.22,1.035,141.0,87615.40999999999
2018-04-22 08:50:00,501.0,469.2,25.19,36.05,1.182,163.6,87617.43
2018-04-22 09:00:00,528.9,511.8,25.7,34.1,1.112,141.8,87619.22
2018-04-22 09:10:00,533.0,539.8,25.97,32.99,1.25,139.3,87619.78
2018-04-22 09:20:00,560.0,585.8,25.86,33.11,2.043,130.0,87626.76000000001
2018-04-22 09:30:00,571.7,619.1,26.41,33.15,1.008,141.3,87615.8
2018-04-22 09:40:00,579.0,644.2,26.1,34.21,2.248,146.2,87618.52
2018-04-22 09:50:00,607.7,686.5,26.93,32.1,1.555,105.2,87615.8
2018-04-22 10:00:00,625.8,722.0,27.0,32.26,2.052,186.5,87613.76000000001
2018-04-22 10:10:00,636.0,753.4,27.2,32.2,0.847,166.5,87607.28
2018-04-22 10:20:00,642.2,782.7,27.95,30.51,1.24,358.9,87603.53
2018-04-22 10:30:00,640.1,804.0,28.44,29.41,1.48,166.3,87600.56
2018-04-22 10:40:00,628.1,814.0,27.71,30.94,2.293,157.2,87581.59000000001
2018-04-22 10:50:00,616.3,825.0,27.81,30.99,1.882,59.38,87574.7
2018-04-22 11:00:00,638.5,866.0,27.74,30.8,2.148,51.59,87564.45000000001
2018-04-22 11:10:00,649.7,889.0,28.2,29.78,1.143,72.5,87544.7
2018-04-22 11:20:00,680.6,922.0,29.13,27.91,1.057,176.6,87539.81
2018-04-22 11:30:00,690.3,936.0,29.13,27.86,2.542,59.54,87525.73
2018-04-22 11:40:00,689.8,944.0,28.87,28.39,1.862,66.84,87498.88
2018-04-22 11:50:00,680.5,949.0,29.67,26.35,0.985,112.8,87488.91
2018-04-22 12:00:00,671.3,946.0,29.56,26.69,1.112,96.2,87472.05
2018-04-22 12:10:00,699.0,982.0,30.11,25.34,2.047,118.1,87450.16
2018-04-22 12:20:00,675.0,967.0,29.65,26.66,1.372,87.7,87434.99
2018-04-22 12:30:00,680.2,979.0,30.13,25.13,2.482,91.0,87417.49999999999
2018-04-22 12:40:00,687.0,985.0,29.69,25.12,2.647,47.67,87381.5
2018-04-22 12:50:00,683.3,983.0,31.11,23.5,0.893,146.5,87365.08
2018-04-22 13:00:00,688.9,982.0,31.51,22.96,0.858,169.5,87345.17
2018-04-22 13:10:00,692.3,985.0,31.35,22.31,1.968,354.1,87324.84
2018-04-22 13:20:00,681.6,975.0,31.8,21.02,1.352,32.98,87307.15
2018-04-22 13:30:00,677.0,966.0,31.72,20.74,2.383,95.2,87276.45
2018-04-22 13:40:00,685.0,971.0,31.67,20.99,1.865,203.2,87257.47
2018-04-22 13:50:00,675.4,959.0,33.06,19.27,1.378,275.5,87234.25
2018-04-22 14:00:00,661.5,935.0,32.89,19.16,3.082,145.9,87224.01999999999
2018-04-22 14:10:00,648.8,925.0,32.5,19.1,1.905,129.4,87217.23
2018-04-22 14:20:00,630.6,911.0,32.26,19.77,1.142,254.3,87201.58
2018-04-22 14:30:00,526.4,808.0,32.45,19.22,2.528,186.8,87195.29000000001
2018-04-22 14:40:00,584.5,861.0,32.74,18.38,3.87,154.3,87170.92
2018-04-22 14:50:00,612.0,871.0,33.15,18.19,2.803,170.9,87145.77
2018-04-22 15:00:00,559.5,833.0,33.2,17.9,1.128,218.2,87130.65
2018-04-22 15:10:00,484.3,783.0,32.59,17.68,1.277,249.9,87119.21
2018-04-22 15:20:00,313.5,613.5,33.03,17.81,5.23,205.8,87096.09999999999
2018-04-22 15:30:00,403.7,654.1,33.31,16.1,0.687,190.1,87083.17
2018-04-22 15:40:00,443.8,641.2,33.57,15.56,2.095,195.5,87068.89
2018-04-22 15:50:00,496.1,654.7,32.79,16.36,1.953,176.2,87049.84
2018-04-22 16:00:00,465.3,593.1,33.41,17.34,2.257,191.3,87034.86
2018-04-22 16:10:00,410.9,525.0,33.49,16.98,1.325,214.4,87019.9
2018-04-22 16:20:00,383.3,482.0,33.34,15.84,3.81,174.5,87009.69
2018-04-22 16:30:00,409.2,474.5,33.29,17.58,2.447,188.0,87000.17
2018-04-22 16:40:00,358.9,423.9,32.93,18.6,1.932,134.5,86982.48
2018-04-22 16:50:00,254.5,329.2,32.89,17.88,2.762,165.8,87002.20000000001
2018-04-22 17:00:00,193.0,270.6,32.99,15.82,2.418,138.9,87005.12999999999
2018-04-22 17:10:00,93.3,196.1,32.64,17.94,2.552,213.3,87015.62000000001
2018-04-22 17:20:00,175.8,217.8,33.19,16.2,1.768,199.2,87016.06000000001
2018-04-22 17:30:00,104.7,170.6,32.8,18.0,2.768,191.5,87002.05
2018-04-22 17:40:00,0.0,83.4,32.48,18.3,0.97,172.9,87018.0
2018-04-22 17:50:00,0.0,58.18,32.46,17.83,1.907,172.7,87025.85
2018-04-22 18:00:00,0.0,47.58,32.35,18.77,1.858,188.8,87025.42
2018-04-22 18:10:00,0.0,41.83,32.32,19.14,2.158,189.7,87025.01000000001
2018-04-22 18:20:00,0.0,31.84,32.22,19.54,1.415,177.8,87032.15
2018-04-22 18:30:00,0.0,21.59,32.22,18.9,2.45,204.2,87057.75
2018-04-22 18:40:00,0.0,10.78,32.26,18.84,1.843,178.3,87066.28
2018-04-22 18:50:00,0.0,3.86,32.2,19.27,1.622,161.3,87075.86
2018-04-22 19:00:00,0.0,0.122,32.11,19.76,1.768,196.3,87077.23
2018-04-22 19:10:00,0.001,0.0,32.03,19.63,2.842,209.5,87081.32
2018-04-22 19:20:00,0.005,0.0,32.03,18.67,3.452,230.1,87096.28
2018-04-22 19:30:00,0.022,0.0,31.93,18.74,3.817,233.3,87101.73
2018-04-22 19:40:00,0.001,0.0,31.86,19.18,2.89,238.1,87127.59
2018-04-22 19:50:00,0.004,0.0,31.74,19.51,4.962,235.3,87141.88
2018-04-22 20:00:00,0.001,0.0,31.32,21.52,5.608,267.3,87167.73
2018-04-22 20:10:00,0.001,0.0,30.21,24.29,6.215,320.3,87199.73
2018-04-22 20:20:00,0.023,1.145,28.88,27.71,5.458,330.0,87250.07
2018-04-22 20:30:00,0.003,0.165,27.69,32.47,5.608,335.3,87339.45
2018-04-22 20:40:00,0.0,0.454,26.75,33.3,3.982,90.5,87427.34000000001
2018-04-22 20:50:00,0.001,0.0,26.33,32.45,1.133,9.48,87446.22
2018-04-22 21:00:00,0.001,0.0,26.21,33.44,6.16,110.1,87481.69
2018-04-22 21:10:00,0.014,0.145,24.3,44.29,6.295,58.86,87512.31999999999
2018-04-22 21:20:00,0.005,0.0,22.63,53.17,5.237,127.3,87544.68000000001
2018-04-22 21:30:00,0.028,0.0,22.06,54.29,6.78,106.7,87587.05
2018-04-22 21:40:00,0.012,0.0,21.57,58.29,8.13,108.8,87657.52
2018-04-22 21:50:00,0.193,0.0,21.3,56.76,3.573,84.7,87712.71
2018-04-22 22:00:00,0.034,0.0,21.26,57.05,3.885,77.15,87742.65
2018-04-22 22:10:00,0.0,0.0,20.54,60.82,4.155,35.15,87791.16
2018-04-22 22:20:00,0.0,0.0,19.73,68.88,1.697,324.4,87869.12
2018-04-22 22:30:00,0.017,0.0,20.0,65.19,2.503,336.6,87915.28
2018-04-22 22:40:00,0.279,0.0,20.11,65.56,3.13,19.43,87910.31
2018-04-22 22:50:00,0.001,0.0,20.03,65.69,3.947,15.89,87866.03
2018-04-22 23:00:00,0.007,0.0,19.71,69.4,2.988,5.333,87849.8
2018-04-22 23:10:00,0.034,0.0,19.59,70.46,3.167,8.04,87847.77
2018-04-22 23:20:00,0.029,0.0,19.58,70.54,2.983,15.02,87840.95999999999
2018-04-22 23:30:00,0.046,0.0,19.88,67.88,2.665,31.63,87835.5
2018-04-22 23:40:00,0.026,0.0,20.01,68.15,2.327,352.9,87810.99
2018-04-22 23:50:00,0.0,0.0,19.85,70.86,1.765,21.02,87793.96
2018-04-23 00:00:00,0.023,0.0,20.14,65.68,2.555,347.5,87796.01000000001
2018-04-23 00:10:00,0.001,0.0,19.94,67.07,1.338,266.0,87804.18
2018-04-23 00:20:00,0.079,0.0,19.8,70.31,3.25,258.7,87787.84000000001
2018-04-23 00:30:00,0.088,0.0,19.28,72.78,3.777,259.8,87761.27
2018-04-23 00:40:00,0.0,0.0,19.37,73.43,2.788,273.2,87727.22
2018-04-23 00:50:00,0.005,0.0,19.33,71.79,1.128,299.8,87727.22
2018-04-23 01:00:00,0.01,0.0,19.38,72.88,1.775,323.5,87718.37
2018-04-23 01:10:00,0.0,0.0,19.25,75.0,0.988,120.7,87694.53
2018-04-23 01:20:00,0.0,0.0,19.25,74.49,1.773,153.8,87680.22
2018-04-23 01:30:00,0.0,0.0,19.36,73.91,1.825,135.5,87659.11
2018-04-23 01:40:00,0.0,0.0,19.37,73.85,0.87,125.0,87646.16999999998
2018-04-23 01:50:00,0.0,0.0,19.21,74.67,1.757,117.8,87650.25000000001
2018-04-23 02:00:00,0.0,0.0,18.81,76.97,0.828,152.3,87625.05
2018-04-23 02:10:00,0.0,0.0,18.75,77.31,1.402,151.4,87611.43000000001
2018-04-23 02:20:00,0.0,0.0,18.65,78.0,0.36,147.5,87595.46
2018-04-23 02:30:00,0.0,0.0,18.74,77.74,0.535,85.8,87576.5
2018-04-23 02:40:00,0.0,0.0,18.86,77.22,0.873,16.5,87566.12000000001
2018-04-23 02:50:00,0.0,0.0,18.91,76.83,0.535,64.97,87562.41
2018-04-23 03:00:00,0.068,0.0,18.69,77.76,1.012,39.79,87558.61
2018-04-23 03:10:00,0.0,0.0,18.64,77.66,1.015,56.86,87555.04
2018-04-23 03:20:00,0.006,0.0,18.74,77.02,1.033,128.3,87563.21
2018-04-23 03:30:00,0.0,0.0,18.75,77.05,0.457,117.4,87554.67
2018-04-23 03:40:00,0.0,0.0,18.86,77.09,0.693,67.0,87572.81
2018-04-23 03:50:00,0.007,0.0,18.87,76.9,1.492,49.47,87589.22
2018-04-23 04:00:00,0.004,0.0,19.01,76.3,1.232,82.5,87603.40999999999
2018-04-23 04:10:00,0.012,0.0,18.99,75.99,1.73,92.5,87616.12
2018-04-23 04:20:00,0.0,0.0,18.83,76.99,1.62,114.8,87620.78
2018-04-23 04:30:00,0.0,0.0,18.74,75.41,2.297,94.9,87652.12999999999
2018-04-23 04:40:00,0.0,0.0,18.72,75.37,1.953,100.0,87646.89
2018-04-23 04:50:00,0.0,0.0,18.88,72.93,1.182,65.2,87651.18
2018-04-23 05:00:00,0.001,0.0,19.04,70.98,1.262,27.69,87650.31
2018-04-23 05:10:00,0.0,0.0,19.0,70.85,1.853,323.7,87670.84
2018-04-23 05:20:00,0.023,0.0,18.72,72.05,2.043,350.5,87672.05
2018-04-23 05:30:00,0.009,0.0,18.75,71.33,2.262,2.85,87673.66
2018-04-23 05:40:00,0.076,0.0,18.96,69.01,1.832,31.86,87662.10999999999
2018-04-23 05:50:00,0.0,0.0,19.0,68.12,1.262,337.5,87676.46
2018-04-23 06:00:00,0.097,0.0,19.2,65.72,1.358,25.03,87678.36
2018-04-23 06:10:00,0.233,0.0,19.25,65.54,1.688,33.48,87682.54
2018-04-23 06:20:00,0.147,0.262,19.26,64.32,3.093,26.34,87685.28
2018-04-23 06:30:00,0.416,6.652,19.57,62.78,2.472,21.67,87697.06
2018-04-23 06:40:00,0.475,17.69,19.79,61.04,1.64,22.72,87711.65
2018-04-23 06:50:00,1.855,29.41,19.89,60.48,1.352,26.17,87706.55
2018-04-23 07:00:00,6.028,45.54,20.0,59.73,1.155,15.0,87707.84
2018-04-23 07:10:00,7.692,61.01,20.16,56.42,2.13,315.8,87726.59000000001
2018-04-23 07:20:00,7.191,73.06,20.04,58.07,0.503,316.7,87740.42
2018-04-23 07:30:00,22.37,94.2,20.42,56.88,0.582,115.1,87749.74
2018-04-23 07:40:00,58.5,130.2,20.88,55.69,0.71,217.2,87768.1
2018-04-23 07:50:00,199.5,212.6,20.78,52.47,1.037,259.7,87764.69
2018-04-23 08:00:00,331.6,289.2,21.14,54.13,1.485,234.0,87770.82
2018-04-23 08:10:00,359.6,329.1,21.71,52.57,0.988,263.6,87768.26
2018-04-23 08:20:00,440.9,398.1,22.54,52.29,1.037,183.0,87779.69000000002
2018-04-23 08:30:00,470.2,453.2,22.16,53.89,1.955,188.3,87782.48
2018-04-23 08:40:00,388.6,449.3,21.91,55.67,1.417,184.3,87778.05
2018-04-23 08:50:00,369.1,451.3,21.43,58.39,1.997,192.5,87784.45
2018-04-23 09:00:00,405.6,493.0,22.02,55.35,2.305,187.2,87799.54
2018-04-23 09:10:00,445.0,539.4,22.19,56.57,2.432,178.4,87801.27
2018-04-23 09:20:00,475.9,591.3,22.49,58.02,2.513,219.4,87805.99
2018-04-23 09:30:00,466.3,609.8,22.54,58.88,2.303,173.5,87797.14000000001
2018-04-23 09:40:00,449.7,618.0,22.43,59.16,2.15,200.2,87799.86
2018-04-23 09:50:00,470.4,664.4,23.33,54.69,1.007,184.6,87802.59
2018-04-23 10:00:00,439.8,656.7,23.42,52.65,2.333,180.3,87799.86
2018-04-23 10:10:00,468.5,698.9,23.48,52.09,2.588,159.9,87805.31999999999
2018-04-23 10:20:00,407.5,703.7,23.48,51.03,2.842,158.2,87795.9
2018-04-23 10:30:00,327.2,642.1,23.99,49.95,3.005,144.0,87789.5
2018-04-23 10:40:00,342.7,683.7,23.78,48.8,1.087,181.6,87778.59
2018-04-23 10:50:00,359.5,710.5,24.95,44.84,1.787,171.9,87768.51
2018-04-23 11:00:00,453.8,792.7,25.15,43.32,2.345,191.8,87754.86
2018-04-23 11:10:00,571.2,903.0,26.51,38.65,1.327,197.7,87758.75
2018-04-23 11:20:00,526.9,894.0,26.04,33.59,2.672,184.5,87745.8
2018-04-23 11:30:00,427.5,826.0,26.32,33.58,1.84,204.0,87732.87000000001
2018-04-23 11:40:00,407.1,805.0,26.26,32.74,2.565,160.0,87710.41
2018-04-23 11:50:00,500.6,878.0,26.45,33.89,3.377,190.0,87689.98999999999
2018-04-23 12:00:00,614.3,979.0,26.46,33.72,2.687,204.6,87678.42
2018-04-23 12:10:00,588.8,961.0,26.68,32.66,2.587,234.6,87667.77
2018-04-23 12:20:00,583.1,982.0,27.34,31.74,1.985,219.2,87653.62
2018-04-23 12:30:00,527.2,953.0,27.67,30.39,1.832,189.7,87639.62000000001
2018-04-23 12:40:00,451.5,902.0,28.12,28.49,0.893,245.3,87608.32
2018-04-23 12:50:00,424.0,891.0,27.98,29.81,2.742,214.5,87581.1
2018-04-23 13:00:00,316.6,797.6,28.88,27.84,2.088,131.5,87567.92
2018-04-23 13:10:00,267.5,747.6,28.32,28.49,0.642,80.7,87547.47
2018-04-23 13:20:00,359.1,845.0,29.13,26.76,2.095,176.0,87526.37
2018-04-23 13:30:00,308.9,762.7,29.3,26.96,1.64,175.1,87501.52
2018-04-23 13:40:00,399.5,823.0,29.35,26.8,2.472,119.7,87493.36
2018-04-23 13:50:00,445.3,863.0,29.29,27.61,1.812,203.6,87460.87
2018-04-23 14:00:00,443.5,854.0,29.47,26.94,1.93,203.6,87445.50000000001
2018-04-23 14:10:00,522.5,907.0,30.23,25.11,0.59,260.6,87428.18999999999
2018-04-23 14:20:00,341.7,727.9,29.66,25.55,2.635,173.8,87411.81999999999
2018-04-23 14:30:00,307.6,728.5,29.73,24.5,2.187,117.3,87388.38
2018-04-23 14:40:00,280.0,694.0,29.96,23.87,2.805,176.5,87369.29
2018-04-23 14:50:00,308.9,730.3,30.9,23.5,1.902,193.4,87360.05
2018-04-23 15:00:00,215.3,614.2,29.95,23.32,2.043,128.5,87343.06000000001
2018-04-23 15:10:00,43.2,415.0,29.91,24.7,2.48,107.0,87342.20999999999
2018-04-23 15:20:00,5.645,341.4,30.27,24.78,2.132,165.4,87331.96
2018-04-23 15:30:00,24.46,334.1,29.53,24.74,2.345,185.6,87311.18
