tiempo,To,hr,Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),ws,wd,Id,Ib,alpha,C_ROJAS:Zone Electric Equipment Electric Power [W](TimeStep),C_ROJAS:Zone Electric Equipment Total Heating Rate [W](TimeStep),C_1:Zone Mean Air Temperature [C](TimeStep),C_2:Zone Mean Air Temperature [C](TimeStep),Ti,T_1:Zone Mean Air Temperature [C](TimeStep),T_2:Zone Mean Air Temperature [C](TimeStep),T_ROJAS:Zone Mean Air Temperature [C](TimeStep)
2019-06-18 18:30:00,28.5,52.0,87530.0,2.9,222.0,50.92,301.5394,9.040178915795666,0.0,0.0,28.156866973956568,27.67754846629779,29.17582004001814,27.78527818987687,27.63842956642038,28.861318540009
2019-06-18 18:40:00,28.2,54.0,87520.0,1.8,192.0,35.68,120.4349,6.847925532181076,0.0,0.0,27.993069734034396,27.499102771229015,29.03774409894825,27.30071709977732,27.219582456264867,28.799102578718806
2019-06-18 18:50:00,28.0,56.0,87518.0,1.2,188.0,24.22,92.7983,4.666697026228071,0.0,0.0,27.837542429622413,27.32631561665012,28.93132744310108,27.37822625213631,27.250824385036267,28.74715671958019
2019-06-18 19:00:00,27.8,57.0,87512.0,1.1,176.0,14.74,92.9469,2.497354021781177,0.0,0.0,27.749468506414424,27.241567946273797,28.85211710939421,27.3252915736104,27.19610284204323,28.645651719151655
2019-06-18 19:10:00,27.7,57.0,87515.0,1.5,190.0,6.599,0.0012096,0.3408300303251551,0.0,0.0,27.66632534637835,27.178290195412036,28.747089897582363,27.20070049375798,27.07527579378385,28.50567031070048
2019-06-18 19:20:00,27.4,60.0,87525.0,2.0,206.0,0.0,0.0,-1.8018604383717145,0.0,0.0,27.55177866224132,27.09373567358404,28.59963628398493,27.24145895324905,27.03870057590188,28.26913968485652
2019-06-18 19:30:00,27.0,60.0,87530.0,1.5,195.0,0.0,0.0,-3.929612895498001,0.0,0.0,27.434738515918003,26.985747535331956,28.47395163533625,27.067725911146027,26.925725950529365,28.068719688987176
2019-06-18 19:40:00,26.7,63.0,87538.0,1.2,204.0,0.0,0.0,-6.041222922739861,0.0,0.0,27.347568373729608,26.892522746996956,28.38576617790862,26.954507637475093,26.819364671802678,27.939363496387337
2019-06-18 19:50:00,26.6,62.0,87533.0,1.5,292.0,0.0,0.0,-8.135375148434026,0.0,0.0,27.306129496607333,26.841661732483317,28.337457476674366,26.900798908406372,26.77415293309329,27.882160141662126
2019-06-18 20:00:00,25.8,69.0,87538.0,2.1,308.0,0.0,0.0,-10.210631044559024,0.0,0.0,27.165761792075372,26.70694908398361,28.233211235511888,26.865889890533683,26.710128508939185,27.67214054702502
2019-06-18 20:10:00,25.6,66.0,87551.0,2.0,294.0,0.0,0.0,-12.265415440042336,0.0,0.0,27.06536801041561,26.60325916617032,28.135697916019144,26.42360537870993,26.335807618208495,27.326444980455964
2019-06-18 20:20:00,25.8,70.0,87569.0,1.9,307.0,0.0,0.0,-14.298001652239146,0.0,0.0,27.01861627010588,26.561500140280945,28.057707514615128,26.77192421430864,26.59685903523719,27.57123467461399
2019-06-18 20:30:00,25.0,71.0,87587.0,1.7,311.0,0.0,0.0,-16.30649515234678,0.0,0.0,26.927124694627036,26.46667331978929,27.96679412453411,26.17805859721581,26.07346864109638,27.02073420246443
2019-06-18 20:40:00,24.9,73.0,87601.0,1.8,313.0,0.0,0.0,-18.288815705160548,0.0,0.0,26.82418329643558,26.36039871761104,27.861587489215527,26.186594625813242,26.079379456447494,27.002027459745968
2019-06-18 20:50:00,24.4,75.0,87614.0,1.9,356.0,0.0,0.0,-20.242677963138288,0.0,0.0,26.649904387731304,26.1954485436271,27.66249376269831,26.20744101265734,26.12272386677884,26.93107506190913
2019-06-18 21:00:00,24.1,76.0,87640.0,1.2,2.0,0.0,0.0,-22.16557055459676,0.0,0.0,26.59000415046321,26.126878566209044,27.537756827346257,25.684223237698426,25.56190247078159,26.475285104458536
2019-06-18 21:10:00,24.2,76.0,87651.0,0.9,337.0,0.0,0.0,-24.05473379277131,0.0,0.0,26.549752189767652,26.099957893158397,27.45964961658125,25.62422155404864,25.50024065274885,26.39757758495683
